1girl,一人の女の子
natsuiro_matsuri_(casual),夏色まつり(普段着)
meowstic,ニャオニクス
fuuma_kotarou_(fate),風魔小太郎(Fate)
rossiu_adai,ロッシウ・アダ
alipheese_fateburn_xvi,アリフィーズ・フェイトバーンXVI
firecrackers,クラッカー
thanatos_(persona),タナトス(ペルソナ)
elis_(touhou),エリス(東方)
slipper_bathtub,スリッパ浴槽
hijab,ヒジャブ
striped_camisole,ストライプ柄キャミソール
tanba_akari,丹波あかり
gold_saint,黄金聖闘士
google,Google
after_cunnilingus,フェラチオの後
towel_on_one_shoulder,片方の肩にタオル
scorpion,サソリ
spider-man_(miles_morales),スパイダーマン(マイルス・モラレス)
chimecho,チリーン
handjob_over_clothes,服の上から手コキ
sukoya_kana_(1st_costume),Sukoya Kana(第一衣装)
kaidou_(one_piece),海道(ワンピース)
enkidu_(weapon)_(fate),エルキドゥ(武器)(Fate)
soukou_kihei_votoms,装甲騎兵ボトムズ
joshi_kousei_rich_thots,女子高生リッチ・ソート
emil_chronicle_online,エミル・クロニクル・オンライン
tentacle_clothes,触手服
holding_shell,貝殻を持つ
shoulder-to-shoulder,肩を並べて
yuzuriha_(under_night_in-birth),譲葉(UNDER NIGHT IN-BIRTH)
turnip,カブ
belly_rub,腹を撫でる
cape_hold,ケープを持つ
black_order_uniform,黒の騎士団制服
ogiue_chika,荻上チカ
meerkat_ears,ミーアキャット耳
uchiha_obito,うちはオビト
demi-fiend,デミ・フィア
mia_fey,綾里真宵
white_devil,白い悪魔
nozomi_(princess_connect!),ノゾミ(プリンセスコネクト！)
empoleon,エンペルト
game_cartridge,ゲームカートリッジ
mudrock_(obsidian)_(arknights),マドロック(オブシディアン)(アークナイツ)
yukadon,ゆかどん
tenco's_story,テンコの物語
shinkyoku_soukai_polyphonica,神曲奏界ポリフォニカ
illustration.media,イラストメディア
holding_cannon,大砲を持つ
tonami_yuma,砺波ゆま
nipple_torture,乳首責め
panties_in_mouth,口にパンツ
pants_under_shorts,ショーツの下にパンツ
saturated,彩度の高い
tasmanian_devil_ears,タスマニアデビル耳
aqua_belt,アクアベルト
ekko_(league_of_legends),エコー(リーグ・オブ・レジェンド)
sewing_machine,ミシン
shiokko_(murasaki_shion),しおっこ(紫咲シオン)
neo-porte,ネオ・ポルテ
diabellstar_the_black_witch,ディアベルスター・ザ・ブラックウィッチ
tachikawa_ayaka,立川あやか
gradient_tail,グラデーションの尻尾
i-203_(kancolle),伊203(艦これ)
back_turned,背中を向ける
white_raincoat,白いレインコート
urine_meter,尿メーター
shy_(character),シャイ(キャラクター)
sakura_taisen_v,サクラ大戦V
wiping_forehead,額を拭う
dokuro-kun_(houshou_marine),どくろくん(宝鐘マリン)
fender_precision_bass,フェンダー・プレシジョンベース
holding_bomb,爆弾を持つ
diane_(nanatsu_no_taizai),ディアンヌ(七つの大罪)
nier_(brother),ニーア(兄)
on_wall,壁の上
seitokai_yakuindomo,生徒会役員共
izmir,イズミール
ukulele,ウクレレ
penthesilea_(fate),ペンテシレイア(Fate)
okonogi_yuuko,小野木ゆうこ
7-eleven,セブン-イレブン
darry_adai,ダリー・アダ
studded_garter_belt,スタッズ付きガーターベルト
konoe_konoka,近衛このか
mizushima_saki,水島咲
badminton_racket,バドミントンラケット
sweets_bird,スイーツバード
yua_serufu,ゆあせーふ
final_form_frieza,最終形態フリーザ
privaty_(nikke),プリバティ(ニケ)
norimaki_arale,則巻アラレ
shiota_nagisa,塩田渚
itai_no_wa_iya_nano_de_bougyoryoku_ni_kyokufuri_shitai_to_omoimasu,痛いのは嫌なので防御力に極振りしたいと思(いた)います。
snow_halation,スノーハレーション
battoujutsu_stance,抜刀術の構え
green_pepper,ピーマン
hisuian_zoroark,ヒスイゾロアーク
ushio_(swimsuit_mode)_(kancolle),潮(水着mode)(艦これ)
folding_stock,折りたたみ式ストック
german_suplex,ジャーマンスープレックス
hashimoto_nyaa,橋本にゃー
thick_outlines,太い輪郭線
chaika_trabant,チャイカ・トラバント
tales_of_innocence,テイルズ オブ イノセンス
lady_avalon_(second_ascension)_(fate),レディ・アヴァロン(第二再臨)(Fate)
bodycon,ボディコン
mr._plantegg_(omori),プラントエッグさん(OMORI)
elfen_lied,エルフェンリート
crimson_viper,クリムゾン・ヴァイパー
nono_(top_wo_nerae_2!),のの(トップをねらえ2!)
miki_sayaka_(cosplay),美樹さやか(コスプレ)
holding_folder,フォルダを持つ
fuyou_kaede,芙蓉楓
whispering_in_ear,耳元で囁く
uzi,UZI
jack_atlas,ジャック・アトラス
sato_reika,佐藤レイカ
orange_collar,オレンジの襟
nipple_bells,乳首ベル
kyle_broflovski,カイル・ブローフスキ
lee-enfield,リー・エンフィールド
backless_pants,バックレスパンツ
sitrus_berry,スィトゥルスベリー
kintoki_(sakura_miko),金時(さくらみこ)
banana_slice,バナナのスライス
checkered_bikini,チェック柄ビキニ
bad_neck,悪い首
antonio_salieri_(second_ascension)_(fate),アントニオ・サリエリ(第二再臨)(Fate)
sakamata_chloe_(jirai_kei),坂巻クロエ(地雷系)
otonashi_haruna,音無春奈
jack-o'-lantern_print,ジャック・オー・ランタンのプリント
riju,リジュ
glowing_clothes,光る服
astolfo_(saber)_(first_ascension)_(fate),アストルフォ(セイバー)(第一再臨)(Fate)
airani_iofifteen_(1st_costume),アイラニ・イオフティーン(第一衣装)
sound_wave,音波
double_finger_gun,ダブル指銃
guts_(kill_la_kill),ガッツ(キルラキル)
aku_no_meshitsukai_(vocaloid),悪ノ召使(VOCALOID)
saunders_(emblem),サンダース(エンブレム)
hataraku_saibou_black,はたらく細胞BLACK
huadian,花弁
saint_seiya_omega,聖闘士星矢Ω(オメガ)
white_(among_us),白(アマングアス)
lipstick_mark_on_testicles,睾丸に口紅の跡
monobeno,モノベノ
kamizaki_risa,神崎リサ
modao_zushi,魔道祖師
quimbaya_airplane,キンバヤ飛行機
horizon_(apex_legends),ホライゾン(Apex Legends)
strelizia,ストレリチア
black_mittens,黒いミトン
hythlodaeus,ヒュトドエウス
holding_golf_club,ゴルフクラブを持つ
implied_murder,示唆される殺人
ashwatthama_(fate),アシュヴァッターマン(Fate)
fu_hua_(shadow_knight),符玄(影の騎士)
nakai_(waitress),仲居(ウェイトレス)
wishiwashi_(solo),ヨワシ(単独)
shipwreck,難破船
whale_print,クジラのプリント
newhalf_with_male,ニューハーフと男性
sanada_clan_(emblem),真田家(エンブレム)
weight,重さ
wonderlands_x_showtime_(project_sekai),ワンダーランズ×ショウタイム(プロジェクトセカイ)
comiket_95,コミックマーケット95
swim_goggles,水泳ゴーグル
washing_back,背中を洗う
pirate_ship,海賊船
ornate,装飾的な
clockwork,時計仕掛け
up_sleeve,袖をまくり上げる
wrinkled_fabric,しわくちゃの布
orfevre_(old_design)_(umamusume),オルフェーヴル(旧デザイン)(ウマ娘)
stalactite,鍾乳石
giant_tree,巨大な木
tomo-chan_wa_onna_no_ko,トモちゃんは女の子！
lasso,投げ縄
asakura_rikako,朝倉リコ
beanstalk_(arknights),ビーンストーク(アークナイツ)
buruma_around_one_leg,片足にブルマ
stuffed_eggplant,詰め物入りナス
falkyrie_no_monshou,ヴァルキュリーの紋章
miyamoto_musashi_(second_ascension)_(fate),宮本武蔵(第二再臨)(Fate)
watermelon_hair_ornament,スイカの髪飾り
straylight_(idolmaster),Straylight(アイドルマスター)
koyanskaya_(chinese_lostbelt_outfit)_(fate),コヤンスカヤ(亜種特異点III costumes)(Fate)
gattai,合体
wet_legwear,濡れたレッグウェア
stella_unibell,ステラ・ユニベル
locke_cole,ロック・コール
bobobo-bo_bo-bobo,ボボボーボ・ボーボボ
chris_(konosuba),アクセル
boy_and_girl_sandwich,男女サンドイッチ
blowing_whistle,笛を吹く
fujimaru_ritsuka_(male)_(decisive_battle_chaldea_uniform),藤丸立香(男)(決戦用カルデア制服)
rope_marks,縄の跡
artorias_the_abysswalker,アルトリウス・ザ・アビズウォーカー
block_(minecraft),ブロック(マインクラフト)
raiden_mei_(herrscher_of_origin),雷電芽衣(原初の律者)
optical_illusion,錯覚
nobori,幟
daiwa_scarlet_(trifle_vacation)_(umamusume),ダイワスカーレット(休日バカンス)(ウマ娘)
ghetsis_(pokemon),ゲーチス(ポケモン)
wizard_(ragnarok_online),ウィザード(ラグナロクオンライン)
ferrari,フェラーリ
kazuha's_friend_(genshin_impact),一斗の友達(原神)
jamie_siu,ジェイミー・シウ
seiken_gakuin_no_maken_tsukai,聖剣学院の魔剣使い
kushima_kamome,櫛間かおめ
modernia_(nikke),モダニア(ニケ)
anteater_ears,アリクイ耳
wiccan,ウィッカン
savannah,サバンナ
konan_(naruto),小南(NARUTO)
the_yuudachi-like_creature,夕立のような生き物
jonouchi_katsuya,城之内克也
oosuki_mamako,大推しママン
sorakado_ao,空門蒼
charlemagne_(fate),シャルルマーニュ(Fate)
koseki_reina,古関レイナ
polteageist,ヤバチャ
rapunzel_(disney),ラプンツェル(ディズニー)
cure_lemonade,キュアレモネード
zombification,ゾンビ化
mortis_(bang_dream!),モーティス(バンドリ！)
gebura_(project_moon),ゲブーラ(プロジェクト・ムーン)
drifting,ドリフト
naked_belt,裸のベルト
maxie_(pokemon),カイオーガ(ポケモン)
two-tone_capelet,ツートーンのケープレット
swaying,揺れる
neutral_chao,ニュートラルチャオ
garlic,ニンニク
gold_horns,金色の角
spiral_staircase,螺旋階段
crab_on_head,頭の上のカニ
van_arkride,ヴァン・アークライド
death_note_(object),デスノート(オブジェクト)
tehepero,てへぺろ
coffret_(heartcatch_precure!),コフレ(ハートキャッチプリキュア！)
inflatable_armbands,空気注入式アームバンド
jax_(the_amazing_digital_circus),ジャックス(ザ・アメージング・デジタル・サーカス)
kurotsuchi_nemu,黒土ネム
nanjo_hikaru,南條ひかる
eye_beam,目からの光線
saionji_mary,西園寺マリー
augustine_sycamore,アウグストゥス・シカモア
kyatapi_land,きゃたぴーランド
alban_knox,アルバン・ノックス
breast_pump,搾乳器
peach_maki,ピーチマキ
pet_shaming,ペットの恥辱
portland_(azur_lane),ポートランド(アズールレーン)
kira_tsubasa,キラ・ツバサ
murasaki_shikibu_(swimsuit_rider)_(fate),紫式部(水着〔ライダー〕)(Fate)
rags,ぼろ
penny_polendina,ペニー・ポレンディーナ
corviknight,クスネオ
removing_mask,マスクを外す
shirt_under_sweater,セーターの下のシャツ
perfumer_(arknights),パフューマー(アークナイツ)
jewelry_bonney,ジュエリー・ボニー
implied_prostitution,示唆される売春
holding_trophy,トロフィーを持つ
nagato_(great_fox's_respite)_(azur_lane),長門(大狐の休息)(アズールレーン)
miyu_edelfelt_(beast_style),ミユ・エデルフェルト(ビーストスタイル)
kroos_the_keen_glint_(arknights),クルース(鋭き閃光)(アークナイツ)
presenting_another,他者に見せる
sakuna-hime,咲-saki-
snow_white_and_the_seven_dwarfs,白雪姫と七人のこびと
beni-enma_(first_ascension),べんてん(第一再臨)
sakura_miko_(old_design),さくらみこ(旧デザイン)
aoyama_sumika,青山すみか
penetration_through_clothes,服を貫通する挿入
floral_arch,花のアーチ
asterios_(fate),アステリオス(Fate)
kokutou_mikiya,言峰綺礼
anyamal_tantei_kirumin_zoo,あにまる探偵キラミンＺＯＯ
milk_(yes!_precure_5),ミルク(Yes!プリキュア5)
cross-laced_sandals,クロスレースアップサンダル
sanbaka_(nijisanji),さんばか(にじさんじ)
merlin_(fate/prototype)_(second_ascension),マーリン(Fate/Prototype)(第二再臨)
yuma_kokohead,ゆうま・ココヘッド
cure_mint,キュアミント
babywearing,ベビーウェアリング
k-project,K(ケイ)プロジェクト
nerine,ネリネ
nyotaimori,女体盛り
matching_hairstyle,お揃いの髪型
sen_no_kiseki_ii,閃の軌跡II
sawachika_eri,沢近恵理
aihara_mei,相原メイ
forte_stollen,フォルテ・シュトーレン
toki_wo_kakeru_shoujo,時をかける少女
rowboat,手漕ぎボート
chicken_nuggets,チキンナゲット
see-through_gloves,シースルー手袋
rpg-7,RPG-7
buggy_the_clown,バギー
rope_around_neck,首に縄
glimmer_(xenoblade),グリマー(ゼノブレイド)
frilled_bonnet,フリル付きボンネット
fujima_sakura,藤間桜
komainu_tail,狛犬の尻尾
odd_taxi,ODD TAXI
lethe_(fire_emblem),レテ(ファイアーエムブレム)
chi-hatan_school_uniform,千旗ヶ谷高校制服
akebi_komichi,明智小通
shichirin,七輪
hrothgar,フンバ
zeta_(summer)_(granblue_fantasy),ゼタ(水着)(グランブルーファンタジー)
cammy_white_(cosplay),キャミィ・ホワイト(コスプレ)
video_call,ビデオ通話
ender_lilies_quietus_of_the_knights,ENDER LILIES(エンダーリリーズ)
apple_hair_ornament,リンゴの髪飾り
dress_aside,ドレスを脇に
sexual_exercising,性的エクササイズ
sussurro_(summer_flower)_(arknights),ススゥロ(夏の花)(アークナイツ)
superb_bird-of-paradise_(kemono_friends),カワイイ鳥(けものフレンズ)
aihara_yuzu,相原柚子
baltimore_(after-school_ace)_(azur_lane),ボルチモア(放課後エース)(アズールレーン)
fubuki_(spring_mode)_(kancolle),吹雪(春モード)(艦これ)
gundou_mirei,軍道みれい
asada_shino,朝田詩乃
emaciated,痩せこけた
summer_wars,サマーウォーズ
fu_hua_(night_squire),符玄(夜の騎士)
narumiya_yume,鳴宮ゆめ
simulated_footjob,シミュレートされたフットジョブ
kyouno_madoka,京野まどか
akashiya_moka,明石家もか
uchuu_no_stellvia,宇宙(そら)のステルヴィア
money_bag,金の袋
black_stripes,黒のストライプ
fi_(zelda),フィ(ゼルダ)
tajikarao_(housamo),タヂカラオ(豊穣神話)
flick,弾く
diagonal-striped_shirt,斜め縞シャツ
jack_(playing_card),ジャック(トランプ)
tramp_stamp,トライアングルタトゥー
ushio_kai_ni_(kancolle),潮改二(艦これ)
bay_(nikke),ベイ(ニケ)
holding_oar,オールを持つ
nakigitsune,鳴狐
fan_screaming_at_madison_beer_(meme),マディソン・ビアーに叫ぶファン(ミーム)
mona_(warioware),モナ(メイドインアビス)
galarian_ponyta,ガラルポニータ
doritos,ドリトス
female_tourist_c_(arknights),女性観光客C(アークナイツ)
t_t,T T
incense_burner,香炉
planetarian,planetarian(プラネタリアン)
marvel_rivals,Marvel's Rivals(マーベルライバルズ)
luxury_ball,プレミアボール
rainbow_flag,虹色の旗
connie_springer,コニー・スプリンガー
haruna_(2016_swimsuit_mode)_(kancolle),春風(2016水着mode)(艦これ)
prydwen_(fate),プリドウェン(Fate)
raspberyl,ラズベリー
piston,ピストン
tales_of_the_rays,テイルズ オブ ザ レイズ
naoki_miki,直樹みき
sith,シス
kittan_bachika,キタン・バチカ
oktoberfest,オクトーバーフェスト
sandstar,サンドスター
ichigo_100_percent,いちご100%
emori_miku,江守ミク
klavier_gavin,クラヴィエ・ギャヴィン
hori_masayuki,堀正行
guarana_antarctica,ガラナ・アンタルチカ
raccoon_boy,アライグマ少年
cheytac_m200,チェイタックM200
thumbnail_collage,サムネイルコラージュ
psylocke,サイロック
dizzy,めまい
common_bottlenose_dolphin_(kemono_friends),バンドウイルカ(けものフレンズ)
obi-wan_kenobi,オビ＝ワン・ケノービ
super_mario_rpg,スーパーマリオRPG
railroad_signal,鉄道信号
togedemaru,トゲデマル
nattou,納豆
asahina_hiyori,朝日奈ひより
male_lactation,男性授乳
fake_censor,偽の検閲
kotohime_(touhou),琴姫(東方)
